"Abbr","Beer_Name","Beer_ID","ABV","IBU","Brewery_id","Style","Ounces","Brewery_Name","City","State","state_name","lat","lng"
"IN","Mr. Tea",2606,0.078,0,25,"Fruit / Vegetable Beer",24,"Burn 'Em Brewing","Michigan City","indiana","Indiana",41.7092,-86.869
"IN","Aurora Lager",1700,0.057,27,166,"Dortmunder / Export Lager",16,"Great Crescent Brewery","Aurora","indiana","Indiana",39.0674,-84.9044
"IN","Bourbon Barrel Batch 666: Sympathy for the Devil",2083,0.099,36,26,"Belgian Dark Ale",16,"Sun King Brewing Company","Indianapolis","indiana","Indiana",39.7771,-86.1458
"IN","Whip Fight",2082,0.09,30,26,"Scotch Ale / Wee Heavy",16,"Sun King Brewing Company","Indianapolis","indiana","Indiana",39.7771,-86.1458
"IN","Great Crescent IPA",1701,0.062,60,166,"American IPA",16,"Great Crescent Brewery","Aurora","indiana","Indiana",39.0674,-84.9044
"IN","Fistful Of Hops Red",2001,0.064,75,26,"American IPA",16,"Sun King Brewing Company","Indianapolis","indiana","Indiana",39.7771,-86.1458
"IN","Cone Crusher",2131,0.086,0,178,"American Double / Imperial IPA",12,"18th Street Brewery","Gary","indiana","Indiana",41.5905,-87.3473
"IN","Pale Alement",2478,0.055,40,25,"American Pale Ale (APA)",12,"Burn 'Em Brewing","Michigan City","indiana","Indiana",41.7092,-86.869
"IN","Barn Yeti",2220,0.09,0,28,"Belgian Strong Dark Ale",16,"450 North Brewing Company","Columbus","indiana","Indiana",39.2093,-85.9183
"IN","Devil's Cup",2265,0.066,0,178,"American Pale Ale (APA)",12,"18th Street Brewery","Gary","indiana","Indiana",41.5905,-87.3473
"IN","Osiris Pale Ale (2010)",54,0.056,50,26,"American Pale Ale (APA)",16,"Sun King Brewing Company","Indianapolis","indiana","Indiana",39.7771,-86.1458
"IN","Joey Wheat",2160,0.068,16,25,"American Pale Wheat Ale",16,"Burn 'Em Brewing","Michigan City","indiana","Indiana",41.7092,-86.869
"IN","Circuit Bohemian Pilsner",948,0.045,35,18,"Czech Pilsener",16,"Tin Man Brewing Company","Evansville","indiana","Indiana",37.9881,-87.5341
"IN","Indianapolis Indians Lager",739,0.052,24,26,"Dortmunder / Export Lager",16,"Sun King Brewing Company","Indianapolis","indiana","Indiana",39.7771,-86.1458
"IN","Indians Victory Lager (2012)",698,0.052,24,26,"Dortmunder / Export Lager",16,"Sun King Brewing Company","Indianapolis","indiana","Indiana",39.7771,-86.1458
"IN","Leprechaun Lager",1657,0.04,0,349,"American Pale Lager",12,"Four Horsemen Brewing Company","South Bend","indiana","Indiana",41.6767,-86.2696
"IN","Mound Builder IPA",2175,0.065,77,206,"American IPA",12,"People's Brewing Company","Lafayette","indiana","Indiana",40.3991,-86.8593
"IN","Amazon Princess IPA",2168,0.062,62,206,"American IPA",12,"People's Brewing Company","Lafayette","indiana","Indiana",40.3991,-86.8593
"IN","Port Barrel Wee Mac ",2081,0.053,23,26,"Scotch Ale / Wee Heavy",16,"Sun King Brewing Company","Indianapolis","indiana","Indiana",39.7771,-86.1458
"IN","Cherry Ale (1)",639,0.057,18,166,"Fruit / Vegetable Beer",16,"Great Crescent Brewery","Aurora","indiana","Indiana",39.0674,-84.9044
"IN","Pail Ale",2017,0.055,30,251,"American Pale Ale (APA)",16,"Chapman's Brewing","Angola","indiana","Indiana",41.6433,-85.005
"IN","Hopkick Dropkick",2471,0.099,115,25,"American Double / Imperial IPA",12,"Burn 'Em Brewing","Michigan City","indiana","Indiana",41.7092,-86.869
"IN","Garce Selé",2097,0.069,0,178,"Saison / Farmhouse Ale",12,"18th Street Brewery","Gary","indiana","Indiana",41.5905,-87.3473
"IN","Beer Agent Re-Ignition",2303,0.053,22,166,"American Blonde Ale",16,"Great Crescent Brewery","Aurora","indiana","Indiana",39.0674,-84.9044
"IN","3 Gear Robust Porter",949,0.052,50,18,"American Porter",16,"Tin Man Brewing Company","Evansville","indiana","Indiana",37.9881,-87.5341
"IN","Ironman",2218,0.09,50,28,"English Strong Ale",16,"450 North Brewing Company","Columbus","indiana","Indiana",39.2093,-85.9183
"IN","Father's Beer",2612,0.05,0,23,"Belgian Pale Ale",16,"Four Fathers Brewing ","Valparaiso","indiana","Indiana",41.4783,-87.0506
"IN","The 26th",2611,0.06,0,23,"American IPA",16,"Four Fathers Brewing ","Valparaiso","indiana","Indiana",41.4783,-87.0506
"IN","Chaka",660,0.08,0,26,"Belgian Strong Pale Ale",16,"Sun King Brewing Company","Indianapolis","indiana","Indiana",39.7771,-86.1458
"IN","Great Crescent Coconut Porter",1269,0.056,33,166,"American Porter",16,"Great Crescent Brewery","Aurora","indiana","Indiana",39.0674,-84.9044
"IN","Half Cycle IPA",1610,0.06,104,17,"American IPA",16,"Flat 12 Bierwerks","Indianapolis","indiana","Indiana",39.7771,-86.1458
"IN","Wrath of Pele",2608,0.065,0,25,"American Brown Ale",16,"Burn 'Em Brewing","Michigan City","indiana","Indiana",41.7092,-86.869
"IN","People's Pilsner",1794,0.045,0,206,"German Pilsener",12,"People's Brewing Company","Lafayette","indiana","Indiana",40.3991,-86.8593
"IN","Popcorn Pilsner",1314,0.054,0,26,"German Pilsener",16,"Sun King Brewing Company","Indianapolis","indiana","Indiana",39.7771,-86.1458
"IN","Citrafest",2602,0.05,45,28,"American IPA",16,"450 North Brewing Company","Columbus","indiana","Indiana",39.2093,-85.9183
"IN","Fistful Of Hops Blue",1999,0.064,75,26,"American IPA",16,"Sun King Brewing Company","Indianapolis","indiana","Indiana",39.7771,-86.1458
"IN","Kreamed Corn",2470,0.06,0,25,"Cream Ale",12,"Burn 'Em Brewing","Michigan City","indiana","Indiana",41.7092,-86.869
"IN","Scarecrow",2219,0.069,65,28,"American IPA",16,"450 North Brewing Company","Columbus","indiana","Indiana",39.2093,-85.9183
"IN","Great Crescent Coconut Porter (2012)",441,0.056,33,166,"American Porter",16,"Great Crescent Brewery","Aurora","indiana","Indiana",39.0674,-84.9044
"IN","Great Crescent Stout",442,0.08,66,166,"English Stout",16,"Great Crescent Brewery","Aurora","indiana","Indiana",39.0674,-84.9044
"IN","Sun King Oktoberfest",874,0.055,23,26,"Märzen / Oktoberfest",16,"Sun King Brewing Company","Indianapolis","indiana","Indiana",39.7771,-86.1458
"IN","The Gadget",2610,0.064,90,23,"American IPA",16,"Four Fathers Brewing ","Valparaiso","indiana","Indiana",41.4783,-87.0506
"IN","Great Crescent Blonde Ale (2011)",389,0.053,22,166,"American Blonde Ale",16,"Great Crescent Brewery","Aurora","indiana","Indiana",39.0674,-84.9044
"IN","Sun King Oktoberfest (2011)",526,0.055,23,26,"Märzen / Oktoberfest",16,"Sun King Brewing Company","Indianapolis","indiana","Indiana",39.7771,-86.1458
"IN","Damascene Apricot Sour",2622,0.052,12,18,"Fruit / Vegetable Beer",16,"Tin Man Brewing Company","Evansville","indiana","Indiana",37.9881,-87.5341
"IN","Black Beer'd",2607,0.068,0,25,"American Black Ale",16,"Burn 'Em Brewing","Michigan City","indiana","Indiana",41.7092,-86.869
"IN","Klingon Warnog Roggen Dunkel",1817,0.055,0,18,"Roggenbier",16,"Tin Man Brewing Company","Evansville","indiana","Indiana",37.9881,-87.5341
"IN","Aurora Lager (2011)",626,0.057,27,166,"Dortmunder / Export Lager",16,"Great Crescent Brewery","Aurora","indiana","Indiana",39.0674,-84.9044
"IN","Frosted Fields Winter Wheat",615,0.06,25,166,"American Dark Wheat Ale",16,"Great Crescent Brewery","Aurora","indiana","Indiana",39.0674,-84.9044
"IN","Dragonfly IPA",1950,0.06,0,203,"American IPA",16,"Upland Brewing Company","Bloomington","indiana","Indiana",39.1637,-86.5257
"IN","Sunlight Cream Ale",55,0.053,20,26,"Cream Ale",16,"Sun King Brewing Company","Indianapolis","indiana","Indiana",39.7771,-86.1458
"IN","Rivet Irish Red Ale",950,0.051,22,18,"Irish Red Ale",16,"Tin Man Brewing Company","Evansville","indiana","Indiana",37.9881,-87.5341
"IN","Alloy",951,0.058,36,18,"American IPA",16,"Tin Man Brewing Company","Evansville","indiana","Indiana",37.9881,-87.5341
"IN","Voodoo",2429,0.048,0,27,"American Porter",16,"Evil Czech Brewery","Mishawaka","indiana","Indiana",41.6742,-86.1666
"IN","Pale",2615,0.054,37,22,"American Pale Ale (APA)",16,"Three Pints Brewing","Martinsville","indiana","Indiana",39.4149,-86.4316
"IN","Grapefruit Jungle (GFJ)",1420,0.075,77,26,"American IPA",16,"Sun King Brewing Company","Indianapolis","indiana","Indiana",39.7771,-86.1458
"IN","Osiris Pale Ale",1389,0.056,50,26,"American Pale Ale (APA)",16,"Sun King Brewing Company","Indianapolis","indiana","Indiana",39.7771,-86.1458
"IN","Enlighten",2019,0.045,0,251,"Kölsch",16,"Chapman's Brewing","Angola","indiana","Indiana",41.6433,-85.005
"IN","Farmer's Daughter Wheat",1956,0.042,0,206,"American Pale Wheat Ale",12,"People's Brewing Company","Lafayette","indiana","Indiana",40.3991,-86.8593
"IN","Englishman",2016,0.045,0,251,"English Brown Ale",16,"Chapman's Brewing","Angola","indiana","Indiana",41.6433,-85.005
"IN","Wee Muckle (2011)",584,0.09,30,26,"Scotch Ale / Wee Heavy",16,"Sun King Brewing Company","Indianapolis","indiana","Indiana",39.7771,-86.1458
"IN","Fistful of Hops Orange",2000,0.063,75,26,"American IPA",16,"Sun King Brewing Company","Indianapolis","indiana","Indiana",39.7771,-86.1458
"IN","T-6 Red Ale (2004)",780,0.047,0,507,"American Amber / Red Ale",12,"Warbird Brewing Company","Fort Wayne","indiana","Indiana",41.0888,-85.1436
"IN","Regional Ring Of Fire",2098,0.073,0,178,"Saison / Farmhouse Ale",12,"18th Street Brewery","Gary","indiana","Indiana",41.5905,-87.3473
"IN","Feel Like Maplin' Love",2613,0.055,0,23,"Oatmeal Stout",16,"Four Fathers Brewing ","Valparaiso","indiana","Indiana",41.4783,-87.0506
"IN","Lucky Dog",2430,0.052,0,27,"American Pale Ale (APA)",16,"Evil Czech Brewery","Mishawaka","indiana","Indiana",41.6742,-86.1666
"IN","Bourbon's Barrel Stout",455,0.075,65,166,"American Stout",16,"Great Crescent Brewery","Aurora","indiana","Indiana",39.0674,-84.9044
"IN","Deduction",2601,0.08,22,29,"Dubbel",12,"Taxman Brewing Company","Bargersville","indiana","Indiana",39.5412,-86.2004
"IN","Lift Off IPA",1623,0.072,0,359,"American IPA",16,"Daredevil Brewing Company","Shelbyville","indiana","Indiana",39.5352,-85.7793
"IN","Yoshi's Nectar",2614,0.053,27,22,"California Common / Steam Beer",16,"Three Pints Brewing","Martinsville","indiana","Indiana",39.4149,-86.4316
"IN","Bourbon Barrel Aged Timmie",1367,0.099,75,26,"Russian Imperial Stout",16,"Sun King Brewing Company","Indianapolis","indiana","Indiana",39.7771,-86.1458
"IN","Great Crescent Oktoberfest Lager",930,0.057,25,166,"Märzen / Oktoberfest",16,"Great Crescent Brewery","Aurora","indiana","Indiana",39.0674,-84.9044
"IN","Great Crescent Brown Ale",649,0.045,36,166,"American Brown Ale",16,"Great Crescent Brewery","Aurora","indiana","Indiana",39.0674,-84.9044
"IN","Ale Cider",2018,0.065,8,251,"Fruit / Vegetable Beer",16,"Chapman's Brewing","Angola","indiana","Indiana",41.6433,-85.005
"IN","Ring of Dingle",1128,0.071,27,26,"Irish Dry Stout",16,"Sun King Brewing Company","Indianapolis","indiana","Indiana",39.7771,-86.1458
"IN","Bourbon Barrel Wee Mac",1127,0.054,23,26,"Scottish Ale",16,"Sun King Brewing Company","Indianapolis","indiana","Indiana",39.7771,-86.1458
"IN","Great Crescent Belgian Style Wit",478,0.051,13,166,"Witbier",16,"Great Crescent Brewery","Aurora","indiana","Indiana",39.0674,-84.9044
"IN","Coconoats",2464,0.065,0,25,"American Pale Wheat Ale",16,"Burn 'Em Brewing","Michigan City","indiana","Indiana",41.7092,-86.869
"IN","The Deuce",934,0.07,0,26,"American Brown Ale",16,"Sun King Brewing Company","Indianapolis","indiana","Indiana",39.7771,-86.1458
"IN","Overlord Imperial IPA",1449,0.085,115,18,"American Double / Imperial IPA",16,"Tin Man Brewing Company","Evansville","indiana","Indiana",37.9881,-87.5341
"IN","The Velvet Fog",923,0.09,24,26,"Quadrupel (Quad)",16,"Sun King Brewing Company","Indianapolis","indiana","Indiana",39.7771,-86.1458
"IN","Bourbon Barrel Aged Coconut Porter",1702,0.056,33,166,"American Porter",16,"Great Crescent Brewery","Aurora","indiana","Indiana",39.0674,-84.9044
"IN","Wee Muckle",1656,0.09,30,26,"Scotch Ale / Wee Heavy",16,"Sun King Brewing Company","Indianapolis","indiana","Indiana",39.7771,-86.1458
"IN","Tribute",2609,0.058,58,24,"American Pale Ale (APA)",12,"Indiana City Brewing","Indianapolis","indiana","Indiana",39.7771,-86.1458
"IN","Pale Alement",2054,0.055,40,25,"American Pale Ale (APA)",16,"Burn 'Em Brewing","Michigan City","indiana","Indiana",41.7092,-86.869
"IN","Saucy Intruder",2620,0.072,75,19,"Rye Beer",16,"Black Acre Brewing Co.","Indianapolis","indiana","Indiana",39.7771,-86.1458
"IN","Insert Hop Reference",2619,0.058,0,20,"American Pale Ale (APA)",16,"Brew Link Brewing","Plainfield","indiana","Indiana",39.6954,-86.3716
"IN","Johan the Barleywine",394,0.099,60,26,"English Barleywine",16,"Sun King Brewing Company","Indianapolis","indiana","Indiana",39.7771,-86.1458
"IN","Campside Session IPA",2190,0.045,50,203,"American IPA",16,"Upland Brewing Company","Bloomington","indiana","Indiana",39.1637,-86.5257
"IN","Upland Wheat Ale",1951,0.045,15,203,"Witbier",16,"Upland Brewing Company","Bloomington","indiana","Indiana",39.1637,-86.5257
"IN","Lost River Blonde Ale",1789,0.049,0,316,"American Blonde Ale",16,"Cutters Brewing Company","Avon","indiana","Indiana",39.7601,-86.3916
"IN","White Reaper",2432,0.07,61,27,"Belgian IPA",16,"Evil Czech Brewery","Mishawaka","indiana","Indiana",41.6742,-86.1666
"IN","Monon Wheat",1788,0.054,0,316,"Witbier",16,"Cutters Brewing Company","Avon","indiana","Indiana",39.7601,-86.3916
"IN","Floyd's Folly",1787,0.08,0,316,"Scottish Ale",16,"Cutters Brewing Company","Avon","indiana","Indiana",39.7601,-86.3916
"IN","Pole Barn Stout",2616,0.055,31,22,"Oatmeal Stout",16,"Three Pints Brewing","Martinsville","indiana","Indiana",39.4149,-86.4316
"IN","Citra Faced",2617,0.055,64,22,"American Pale Wheat Ale",16,"Three Pints Brewing","Martinsville","indiana","Indiana",39.4149,-86.4316
"IN","Royal Brat",1599,0.065,55,26,"Extra Special / Strong Bitter (ESB)",16,"Sun King Brewing Company","Indianapolis","indiana","Indiana",39.7771,-86.1458
"IN","Cafe Leche",2623,0.058,20,18,"American Porter",16,"Tin Man Brewing Company","Evansville","indiana","Indiana",37.9881,-87.5341
"IN","Great Crescent IPA (2011)",436,0.062,60,166,"American IPA",16,"Great Crescent Brewery","Aurora","indiana","Indiana",39.0674,-84.9044
"IN","Csar",2621,0.12,90,18,"Russian Imperial Stout",16,"Tin Man Brewing Company","Evansville","indiana","Indiana",37.9881,-87.5341
"IN","Stupid Sexy Flanders",1366,0.063,23,26,"Flanders Oud Bruin",16,"Sun King Brewing Company","Indianapolis","indiana","Indiana",39.7771,-86.1458
"IN","Jade",2258,0.055,0,178,"American Pale Ale (APA)",12,"18th Street Brewery","Gary","indiana","Indiana",41.5905,-87.3473
"IN","Sophomoric Saison",2099,0.072,0,178,"Saison / Farmhouse Ale",12,"18th Street Brewery","Gary","indiana","Indiana",41.5905,-87.3473
"IN","Bourbon Barrel Johan",1049,0.099,60,26,"English Barleywine",16,"Sun King Brewing Company","Indianapolis","indiana","Indiana",39.7771,-86.1458
"IN","General George Patton Pilsner",1967,0.054,48,27,"Czech Pilsener",16,"Evil Czech Brewery","Mishawaka","indiana","Indiana",41.6742,-86.1666
"IN","Cherry Ale",1990,0.057,18,166,"Fruit / Vegetable Beer",16,"Great Crescent Brewery","Aurora","indiana","Indiana",39.0674,-84.9044
"IN","Bobblehead",2431,0.051,0,27,"American Pale Wheat Ale",16,"Evil Czech Brewery","Mishawaka","indiana","Indiana",41.6742,-86.1666
"IN","Half Court IPA",1786,0.063,0,316,"American IPA",16,"Cutters Brewing Company","Avon","indiana","Indiana",39.7601,-86.3916
"IN","Wee Mac Scottish-Style Ale",213,0.054,23,26,"Scottish Ale",16,"Sun King Brewing Company","Indianapolis","indiana","Indiana",39.7771,-86.1458
"IN","Grapefruit Jungle (GFJ) (2011)",532,0.075,77,26,"American IPA",16,"Sun King Brewing Company","Indianapolis","indiana","Indiana",39.7771,-86.1458
"IN","Blonde Czich",2604,0.049,23,27,"American Blonde Ale",16,"Evil Czech Brewery","Mishawaka","indiana","Indiana",41.6742,-86.1666
"IN","Fistful of Hops Green",1996,0.064,75,26,"American IPA",16,"Sun King Brewing Company","Indianapolis","indiana","Indiana",39.7771,-86.1458
"KS","Zombie Monkie",1736,0.062,35,46,"American Porter",16,"Tallgrass Brewing Company","Manhattan","kansas","Kansas",39.1886,-96.6048
"KS","Thrasher Session India Pale Ale",1886,0.045,44,284,"American IPA",12,"Defiance Brewing Company","Hays","kansas","Kansas",38.8821,-99.3221
"KS","Ginger Peach Saison",2555,0.048,20,46,"Saison / Farmhouse Ale",16,"Tallgrass Brewing Company","Manhattan","kansas","Kansas",39.1886,-96.6048
"KS","Wild Plum Farmhouse Ale",1196,0.056,20,46,"Saison / Farmhouse Ale",16,"Tallgrass Brewing Company","Manhattan","kansas","Kansas",39.1886,-96.6048
"KS","Buffalo Sweat (2010)",102,0.05,20,46,"Milk / Sweet Stout",16,"Tallgrass Brewing Company","Manhattan","kansas","Kansas",39.1886,-96.6048
"KS","Wooden Rooster",2575,0.085,34,46,"Tripel",16.9,"Tallgrass Brewing Company","Manhattan","kansas","Kansas",39.1886,-96.6048
"KS","Tallgrass Pub Ale",1009,0.044,12,46,"American Brown Ale",16,"Tallgrass Brewing Company","Manhattan","kansas","Kansas",39.1886,-96.6048
"KS","Halcyon Unfiltered Wheat",676,0.05,20,46,"American Pale Wheat Ale",16,"Tallgrass Brewing Company","Manhattan","kansas","Kansas",39.1886,-96.6048
"KS","8-Bit Pale Ale",595,0.052,0,46,"American Pale Ale (APA)",16,"Tallgrass Brewing Company","Manhattan","kansas","Kansas",39.1886,-96.6048
"KS","Vanilla Bean Buffalo Sweat",1063,0.05,20,46,"Oatmeal Stout",16,"Tallgrass Brewing Company","Manhattan","kansas","Kansas",39.1886,-96.6048
"KS","Velvet Rooster",537,0.085,0,46,"Tripel",16,"Tallgrass Brewing Company","Manhattan","kansas","Kansas",39.1886,-96.6048
"KS","Tallgrass Ale",103,0.044,22,46,"American Brown Ale",16,"Tallgrass Brewing Company","Manhattan","kansas","Kansas",39.1886,-96.6048
"KS","Oasis (2010)",104,0.072,93,46,"American Double / Imperial IPA",16,"Tallgrass Brewing Company","Manhattan","kansas","Kansas",39.1886,-96.6048
"KS","Gutch English Style Mild Ale",1885,0.05,16,284,"English Pale Mild Ale",12,"Defiance Brewing Company","Hays","kansas","Kansas",38.8821,-99.3221
"KS","Buffalo Sweat",765,0.05,20,46,"Milk / Sweet Stout",16,"Tallgrass Brewing Company","Manhattan","kansas","Kansas",39.1886,-96.6048
"KS","Tallgrass IPA",101,0.063,60,46,"American IPA",16,"Tallgrass Brewing Company","Manhattan","kansas","Kansas",39.1886,-96.6048
"KS","Köld Lager (2010)",105,0.05,16,46,"German Pilsener",16,"Tallgrass Brewing Company","Manhattan","kansas","Kansas",39.1886,-96.6048
"KS","Annie's Amber Ale",96,0.055,0,501,"American Amber / Red Ale",12,"High Noon Saloon And Brewery","Leavenworth","kansas","Kansas",39.3239,-94.924
"KS","Oregon Trail Unfiltered Raspberry Wheat",616,0.045,0,501,"Fruit / Vegetable Beer",12,"High Noon Saloon And Brewery","Leavenworth","kansas","Kansas",39.3239,-94.924
"KS","Ethos IPA",1017,0.068,110,46,"American IPA",16,"Tallgrass Brewing Company","Manhattan","kansas","Kansas",39.1886,-96.6048
"KS","Halcyon Unfiltered Wheat",412,0.05,20,46,"American Pale Wheat Ale",12,"Tallgrass Brewing Company","Manhattan","kansas","Kansas",39.1886,-96.6048
"KS","Tonganoxie Honey Wheat",824,0.044,22,501,"American Pale Wheat Ale",12,"High Noon Saloon And Brewery","Leavenworth","kansas","Kansas",39.3239,-94.924
"KS","Oasis",912,0.072,93,46,"Extra Special / Strong Bitter (ESB)",16,"Tallgrass Brewing Company","Manhattan","kansas","Kansas",39.1886,-96.6048
"KY","Kamen Knuddeln",2676,0.065,0,2,"American Wild Ale",16,"Against the Grain Brewery","Louisville","kentucky","Kentucky",38.1663,-85.6485
